File Name,Type,Creator,Comments,Category,Extension,Dup,"Data by Ilan Szekely, Jerusalem"
iTunes—Play List,MP3U,hook,iTunes,Sound MP3,MP3, ,
iTunes—Play List,PLAY,hook,iTunes,Sound MP3/play list, , ,
iTunes—Play List,PLS ,hook,iTunes,, , ,
iTunes—Play List,RMP ,hook,iTunes,, , ,
iTunes—QuickTime Sound File,MooV,hook,iTunes,QuickTime Movie,MOV, ,
iTunes—SoundDesigner II File,Sd2f,hook,iTunes,Sound Sound Design II, , ,
iTunes—SoundTreker MOD Sound File,STrk ,hook,iTunes,Sound MOD, , ,
iTunes—System 7 Sound File,sfil,hook,iTunes,Sound System 7, , ,
iTunes—Window Media File,ASF_,hook,iTunes,, , ,
iTunes—Window Media File,WMA ,hook,iTunes,, , ,
iTunes—Windows WAVE Sound File,WAVE,hook,iTunes,sound WAV,WAV, ,
iUnit,APPL,iUni,Black Cat Systems,Application,,,
iUpload,APPL,IVW6,iView Multimedia Ltd.,Application,, ,
Ivar 1.0.1,APPL,HREK, ,Application, , ,
Ivar extension,appe,SVÍN, ,Background Only Application, , ,
iview,APPL,ISDK, ,Application, , ,
iView 3.0.1,APPL,IVW2, ,Application, , ,
iView MediaPro,APPL,IVW5,iView Multimedia Ltd.,Application,,,
iView MediaPro—[Unidentified File Type],IVWs,IVW5,iView MediaPro,,,,
iView MediaPro—Disk File,disk,IVW5,iView MediaPro,Disk File,,,
iView MediaPro—Document?,IVWc,IVW5,iView MediaPro,,,,
iView MediaPro—Extension,thng,IVW5,iView MediaPro,Extension,,,
iView MediaPro—Folder File,fold,IVW5,iView MediaPro,Folder File,,,
iView MediaPro—Plug-in,IVWr,IVW5,iView MediaPro,Plug-in Module,,,
iView Multimedia—Extension,thng,IVW2,iView Multimedia Ltd.,Extension, , ,
iView Multimedia—Plug-in,IVWr,IVW2,iView Multimedia,,, ,
iView Multimedia—Splash,IVWx,IVW2,iView Multimedia,,, ,
iView Settings,pref,IVW2,iView 3.0.1,Pref, , ,
iView—????,IVWs,IVW2,iView 3.0.1,, , ,
iView—Disk File,disk,IVW2,iView 3.0.1,Disk File, , ,
iView—Document?,IVWc,IVW2,iView 3.0.1,, , ,
iView—Folder File,fold,IVW2,iView 3.0.1,Folder File, , ,
IW II/L—Print Driver,PRES,IW2L, ,Chooser Extension, , ,
iWarning,APPL,XWAR,,Application,,,
IWEm,lspt,asps,AppleShare Print Server,  , , ,
iWrite,APPL,iWri,Mark Adler and Split Software,Application,,,
iWrite—Document,proj,iWri,iWrite,,,,
iWrite—Text File,TEXT,iWri,iWrite,Text File,TXT,,
ix3D Driver Update,ndrv,iX3J, ,Extension-Driver, , ,
ix3D Video Memory Manager,shlb,iX3I, ,Shared Library, , ,
IXPrefs,pref,FFIX,Floppy Fixer,Pref, , ,
ixVIEW Video Control Software,APPC,iX3I, ,Control Panels Application, , ,
j,APPL,ISIj, ,Application, , ,
J.A.C.C 1.0,APPL,JACC, ,Application, , ,
J.Waltz CB Pict,PICT,SOLG,Glue Viewer,Graphics PICT,PIC, ,
j&jcross.3dmf,3DMF,3Cvt,Whurlplug 1.0d6, ,,,
Jabberwocky,APPL,jabr, ,Application, , ,
JabrConfig File,jSet,jabr,Jabberwocky,  , , ,
Jack ,APPL,YDKJ, ,Application, , ,
Jack & Beanstalk Starring You,APPL,SPjb, ,Application, , ,
Jack Sports Demo,APPL,YDKS,,Application, , ,
Jack-5-in-a-Row,APPL,JACK,,Application/Game/Dup, ,Dup,
JackHammer 3.2.3,cdev,FwbC, ,Control Panel, , ,
JackNiffe Macro,TEXT,MJUA,Survival,Text File,TXT, ,
Jacks!,APPL,JaX!, ,Application, , ,
JacobiDraw,APPL,PHSX, ,Application, , ,
JacqCAD,APPL,TTC1,JacqCAD MASTER( application,Application, , ,
JacqCAD Cnvrt JC4 2 Netw,APPL,TTCn, ,Application, , ,
JacqCAD EAT Disc,APPL,TTCe, ,Application, , ,
JacqCAD File Dump,APPL,TTCd, ,Application, , ,
JacqCAD Floppy853,APPL,TTCf, ,Application, , ,
JacqCAD license inst.,APPL,TTCl, ,Application, , ,
JacqCAD pattern inst.,APPL,TTCp, ,Application, , ,
JacqCAD Staubli Disc,APPL,TTCs, ,Application, , ,
JacqCAD Unix Disc,APPL,TTCu, ,Application, , ,
JacqCAD-.PUN,wPun,TTC1,JacqCAD,,.PUN, ,
JacqCAD-Bonas EP,Bona,TTC1,JacqCAD,,.EP, ,
JacqCAD-Castout,Hook,TTC1,JacqCAD,, , ,
JacqCAD-End Expansion Rules,EExr,TTC1,JacqCAD,, , ,
JacqCAD-Expanded Image,Expn,TTC1,JacqCAD,, , ,
JacqCAD-Expansion Macro,EMcr,TTC1,JacqCAD,, , ,
JacqCAD-F & R Pattern,fPat,TTC1,JacqCAD,, , ,
JacqCAD-F&R Macro,fMcr,TTC1,JacqCAD,, , ,
JacqCAD-Gradient,Grd1,TTC1,JacqCAD,, , ,
JacqCAD-Loom Layout,LmLO,TTC1,JacqCAD,, , ,
JacqCAD-Pick Expansion Rules,PExR,TTC1,JacqCAD,, , ,
JacqCAD-Preferences,Pref,TTC1,JacqCAD,Pref, , ,
JacqCAD-Quick Menu,QMnu,TTC1,JacqCAD,, , ,
JacqCAD-RLS file,WRLS,TTC1,JacqCAD,,.RLS, ,
JacqCAD-Shuttle file,Shut,TTC1,JacqCAD,, , ,
JacqCAD-single weave,sWve,TTC1,JacqCAD,, , ,
JacqCAD-Staubli Dobby,SDby,TTC1,JacqCAD,, , ,
JacqCAD-Staubli JC3,StD3,TTC1,JacqCAD,, , ,
JacqCAD-Staubli JC4,StDs,TTC1,JacqCAD,, , ,
JacqCAD-Staubli Punch,Stau,TTC1,JacqCAD,, , ,
JacqCAD-Weave Assignments,WAsn,TTC1,JacqCAD,, , ,
JacqCAD-Weave Library,WLib,TTC1,JacqCAD,, , ,
Jade,APPL,JADE, ,Application, , ,
Jade—Disk file,disk,JADE,Jade,Disk File, , ,
Jade—Folder file,fold,JADE,Jade,Folder File, , ,
Jade—GIF file,GIFf,JADE,Jade,Graphics GIF,GIF, ,
Jade—JPEG file,JPEG,JADE,Jade,Graphics JPEG,JPG, ,
Jade—PICT file,PICT,JADE,Jade,Graphics PICT,PIC, ,
Jade—Preferences file,pref,JADE,Jade,Pref, , ,
JAG,APPL,DRKA, ,Application, , ,
JAG® II 1.0.4,APPL,JAG2, ,Application, , ,
JAGr II 1.0.2,APPL,JAG2,Application, ,,,
JAGr II—????,8BEM,JAG2,JAGr II,  , , ,
JAGr II—????,8BFM,JAG2,JAGr II,PhotoShop Plug-in, , ,
JAGr II—????,8BIF,JAG2,JAGr II,Filter/PlugIn, , ,
JAGr II—EPS File,EPSF,JAG2,JAGr II,EPS,EPS, ,
JAGr II—Photoshop 2.0 File,8BIM,JAG2,JAGr II,Graphics Photoshop,PSD, ,
JAGr II—Photoshop 2.5 File,8BPS,JAG2,JAGr II,Graphics Photoshop,PSD, ,
JAGr II—Photoshop™ Pict,8BAM,JAG2,JAGr II,  , , ,
JAGr II—PICT File,PICT,JAG2,JAGr II,Graphics PICT,PIC, ,
JAGr II—Preferences,JAG2,JAG2,JAGr II,Pref, , ,
JAGr II—TIFF File,TIFF,JAG2,JAGr II,Graphics TIFF,TIF, ,
JAIL.SET,SCDO,DFSC, ,  , , ,
Jam Session,APPL,MTV ,Application, ,,,
JamFactory 2.0 Application,APPL,L2L2, ,Application, , ,
JamFactory 2.0 Document,LMPO,L2L2,JamFactory,  , , ,
JamFactory 2.0 MIDI-file,9n8n,L2L2,JamFactory,Sound MIDI,MID, ,
JamFactory 2.0 MIDI-file,Midi,L2L2,JamFactory,Sound MIDI,MID, ,
jamji,PICS,STND,  ,Animation PICS, , ,
Jamming,APPL,Jmin, ,Application, , ,
JamPlayer,APPL,MTVP, ,Application, , ,
JamSession 1.0,APPL,MTV , ,Application, , ,
JanKenPon 0.15,APPL,hank, ,Application, , ,
Janus 0.1,APPL,J∑, ,Application, , ,
Janus 0.1,APPL,Jñü∑,Application, ,,,
Japanese,TEXT,EGW4, ,Text File,TXT, ,
Japanese Language Register,APPL,kur2, ,Application, , ,
Japanese Prelector™,APPL,MJWa, ,Application, , ,
JapanPaper 1.0,APPL,GNKO, ,Application, , ,
Japense Encodings,ecpg,encv,Cyberdog v1.2 Text Encoding Converter, ,,,
JARED Butcher of MP3,APPL,JMP3,Freeverse Software,Application, , ,
JARED Butcher of MP3—MP3 File,Mp3 ,JMP3,JARED Butcher of MP3,Sound MP3,MP3, ,
JARED Butcher of MP3—MP3 File,MPG3,JMP3,JARED Butcher of MP3,Sound MP3,MP3, ,
JARED Butcher of MP3—Playlist,PLAY,JMP3,JARED Butcher of MP3,Sound MP3/play list,MP3, ,
Jared®,APPL,ENGM,  ,Application/Dup, ,Dup,
Java in CW,CWGR,CWOD,ClarisWorks OD ,  ,CWG, ,
Java Menu,PMnu,JyWs,PageSpinner,  , , ,
Java Plug-in,TRAN,WILL,Will of Fortune,  , , ,
Java Shared Library,shlb,Java, ,Shared Library, , ,
Javac.PPC,APPL,Javc, ,Application, , ,
Javac.PPC—TicTacToe.class,COk,Javc,,,, ,
Javelin Acceleration,INIT,DMSa,,INIT, , ,
Jazz Database,JDBS,JAZZ,Lotus Jazz (1984), , , ,
Jazz Guitarist Setup,STUP,GUIT,The Jazz Guitarist,  , , ,
Jazz Jackrabbit,APPL,Jaz2,,Application,, ,
Jazz Jackrabbit 2* Demo—Data File,Data,Jaz2,Jazz Jackrabbit,Data File, , ,
Jazz Jackrabbit 2* Demo—Document,J2VI,Jaz2,Jazz Jackrabbit,, , ,
Jazz Jackrabbit 2* Demo—High Scores,High,Jaz2,Jazz Jackrabbit,, , ,
Jazz Jackrabbit 2* Demo—IT Format MOD Music File,IT  ,Jaz2,Jazz Jackrabbit,Sound MOD, , ,
Jazz Jackrabbit 2* Demo—Preferences,pref,Jaz2,Jazz Jackrabbit,Pref, , ,
Jazz Jackrabbit 2* Demo—S3M Format MOD Music File,S3M ,Jaz2,Jazz Jackrabbit,Sound S3M/MOD, , ,
Jazz Jackrabbit 2* Demo—Saved Game,save,Jaz2,Jazz Jackrabbit,, , ,
Jazz TEXT file,TEXT,JAZZ,Lotus Jazz (1984),Text File,TXT, ,
Jazz Word processor,JWPD,JAZZ,Lotus Jazz (1984), , , ,
Jazz Worksheet,JWKS,JAZZ,Lotus Jazz (1984), , , ,
JBF file recovering,APPL,AFI2, ,Application, , ,
JChar,APPL,KL02, ,Application, , ,
JChecker2,APPL,JCHK,"Matsumoto & Co., Ltd",Application,, ,
JChecker2—Dictionary File,DICT,JCHK,JChecker2,Dictionary,DIC, ,
JChecker2—Text File,TEXT,JCHK,JChecker2,Text File,TXT, ,
JClock h/m,INIT,JCLK,,INIT, , ,
JClock h/m/s,APPL,JimS, ,Application, , ,
JClock h/m/s—Driver,RDEV,JimS,,Chooser Device, , ,
JCode,APPL,KL03, ,Application, , ,
JConv,APPL,KL01, ,Application, , ,
JCONV-DD v.1.8E,APPL,JCNV, ,Application, , ,
JDicomViewer,APPL,sder, ,Application, , ,
Jeanie,INIT,SSND,,INIT, , ,
jeds,MASK,TEDR,AGE®,  , , ,
jeopardy,AIFF,SCPL,SoundApp,Sound AIFF,,,
Jeopardy!,APPL,Jpdy,  ,Application/Game, , ,
Jeopardy!—Preferences,PREF,Jpdy,Jeopardy!,Pref, , ,
Jeopardy!—Saved Game,JSav,Jpdy,Jeopardy!,Game, , ,
JEP Instructions Data,APPL,JUST, ,Application, , ,
Jeremy's AppleTalk CSM,sdev,JCSx, ,Control Strip Module, , ,
Jeremy's Application CSM,sdev,JCSy, ,Control Strip Module, , ,
Jeremy's Battery CSM,sdev,JCSb, ,Control Strip Module, , ,
Jeremy's Battery Time CSM,sdev,JCSt, ,Control Strip Module, , ,
Jeremy's Caps Lock CSM,sdev,KDcl, ,Control Strip Module, , ,
Jeremy's Clock CSM,sdev,JCSa, ,Control Strip Module, , ,
Jeremy's CPU Speed CSM,sdev,JCSp, ,Control Strip Module, , ,
Jeremy's Drive Space CSM,sdev,KDvi,Jeremy Kezer,Control Strip Module,, ,
Jeremy's EnergyStrip CSM,sdev,KDps, ,Control Strip Module, , ,
Jeremy's G3&G4 Temp CSM,sdev,JCtp,Jeremy Kezer,Control Strip Module,, ,
Jeremy's Pwr Countdown CSM,sdev,KDcd, ,Control Strip Module, , ,
Jeremy's Server Mode CSM,sdev,JCsm,Jeremy Kezer,Control Strip Module,, ,
Jeremy's Sleep CSM,sdev,JCSs, ,Control Strip Module, , ,
Jeremy's Sound Volume CSM,sdev,JCSv, ,Control Strip Module, , ,
Jeremy's Temperature CSM,sdev,JCSk, ,Control Strip Module, , ,
Jeremy's Volume Pro CSM,sdev,JCSV,,Control Strip Module, , ,
Jet,APPL,JDem, ,Application, , ,
JET,APPL,MiNT, ,Application, , ,
JET.gray.8bit.PICT,PICT,IMAG,Image,Graphics PICT,PIC, ,
JetFrog 3.0.4 c,APPL,DanP, ,Application, , ,
Jetpack,APPL,Jpak,Application, ,,,
JetPack 1.0,APPL,Jpak, ,Application, , ,
JetPack 1.2,APPL,jApK, ,Application, , ,
Jetpack Levels,Jlev,Jpak,Jetpack,  , , ,
Jetsoft's DragonScan,APPL,JSDW, ,Application, , ,
Jetstick,cdev,MeJS, ,Control Panel, , ,
JetTrainer,APPL,JTra, ,Application, , ,
Jeu d'Essai Démo,dat5,MEIM,Météor Immobilisations, ,,,
Jeu d'Essai Dmo,dat5,MEIM,Mtor Immobilisations,Data File, , ,
Jeu d'essai OPL,cmp3,OrL1,Ordicompta PL Dmo,  , , ,
Jeu d'essai Ordicompta,dat5,OrC1,ORDICOMPTA,Data File, , ,
Jeu d'essai ORDIPAYE,data,OrP1,ORDIPAYE,Data File, , ,
Jeu d'essai ORDIVENTES,data,OrF1,ORDIVENTES,Data File, , ,
Jewel of Arabia-Dreamers,APPL,QnJ1,,Application/Game, , ,
Jewel of Arabia-Dreamers—Saved Game,J1Sv,QnJ1,,, , ,
Jewelbox 1.0,APPL,Rj01, ,Application, , ,
Jewelbox—Preferences,PREF,Rj01,Jewelbox,Pref, , ,
Jewish Calendar,APPL,FYJC,,Application, , ,
Jewish Calendar,APPL,FYJW, ,Application, , ,
JFax prefs,pref,JFax, ,Pref, , ,
JFIF_Previewer,thng,RSED,ResEdit,Extension/Dup, ,Dup,
JFORMAT.DAT,RIRG,RIRA,Reference Manager,  , , ,
Jiggling Jugs,APPL,jUgs,  ,Application/Game, , ,
Jigsaw,APPL,JGif, ,Application, , ,
Jigsaw ,APPL,JgSw,  ,Application/Game, , ,
Jigsaw —Background File,JPEG,JgSw,Jigsaw,Graphics JPEG,JPG, ,
Jigsaw (FAT),APPL,JgSw,Application,Game,,,
Jigsaw (FAT)—Background File,JPEG,JgSw,Jigsaw,JPEG,,,
Jigsaw Deluxe,APPL,CAPT,  ,Application/Game, , ,
Jigsaw Deluxe puzzle file,JIGS,CAPT,Jigsaw Deluxe,Game, , ,
Jigsaw Help,Help,JgPr,Jigsaw,Help, , ,
Jigsaw Picture,PICT,jigz,Jigsaw Deluxe,Graphics PICT,PIC, ,
Jigsaw Puzzle,APPL,jigz,  ,Application/Game, , ,
Jigsaw-It!™ 1.0,APPL,JgIt, ,Application, , ,
Jigsawit ,APPL,KdJa,GYRO Ltd.,Application, , ,
Jigsawit demo,APPL,KdJa,Application,GYRO Ltd.,,,
Jim TV,APPL,jmtv,,Application/Dup, ,Dup,
Jim TV—QuickTime movie,MooV,jmtv,Movie Player/Jim TV,QuickTime Movie,MOV, ,
JimbleFat,APPL,jimg, ,Application, , ,
Jingle Bell Mac™,APPL,JBMC, ,Application, , ,
Jivaro Extractor 2.0.5 US,APPL,JiVa, ,Application, , ,
JMP,APPL,SGP , ,Application, , ,
JMP 3.1,APPL,SGP ,Application, ,,,
JMP document,SGPD,SGP ,JMP,  , , ,
JMP Help,SGPH,SGP ,JMP,  , , ,
JMP preferences,SGPP,SGP ,JMP,  , , ,
JMP—Graph,SGPM,SGP ,JMP,  , , ,
JMP—Query File,qery,SGP ,JMP,Query, , ,
JMP—Stationary File,sGPD,SGP ,JMP,  , , ,
Joanne's Stories.COLOR.PICT,PICT,CMC∆,Wizard Paint,Graphics PICT,PIC, ,
Job City,APPL,LINX, ,Application, , ,
JobOrder.Help,OHd1,GT79, ,  , , ,
Jochen Savelberg,pref,CDUt,CDU,Pref, , ,
Jochen Savelberg,pref,PBUt,CPU,Pref, , ,
Jochen-15.11.1994,Suck,Suck,Signature Sucker Doc,  , , ,
Joe Magnets,APPL,MAGN, ,Application, , ,
John Sculley,APPL,scul, ,Application, , ,
john's calculator,APPL,JWCL, ,Application, , ,
John's Fire Witch 1.01,APPL,jfir, ,Application, , ,
Join,thng,JOIN, ,Extension, , ,
JoinFiles,APPL,f++f, ,Application, , ,
JoinFiles—Joined file,BINA,f++f,JoinFiles,Binary,BIN, ,
JoinIt 0.8 ,APPL,JnIt, ,Application, , ,
JoinIt 0.8 DEMO,APPL,JnIt,Application, ,,,
Joint,APPL,JONP, ,Application, , ,
Joint Library,EILB,EIAM,ElectricImage ,  , , ,
JokeDialogToo,APPL,JDIR, ,Application, , ,
Joliet Volume Access,INIT,Jo,Markus Fest & Thomas Tempelmann,INIT,,,
JoliPhone 2.0.1,APPL,JPhn, ,Application, , ,
JoliPhone Pro 3.2,APPL,JPh3, ,Application, , ,
JoliWrite,APPL,JWrt, ,Application, , ,
JoliWrite Prefs,JWrP,JWrt,JoliWrite,  , , ,
Jonathan 1.1,APPL,ORBA, ,Application, , ,
Jonathan.dictionary.1,ORBM,ORBA,Jonathan,  , , ,
Josh's Apple Game,APPL,Alli,  ,Application/Game, , ,
Josh's Apple Game Settings,pref,Alli,Josh's Apple Game,Pref, , ,
Jot 1.5.1,APPL,mOw!, ,Application, , ,
Jot Auto-Typer,APPL,JhT!, ,Application, , ,
Jot Docs.txt,TEXT,mOw!,Jot,Text File,TXT, ,
Jotto ][ 1.1,APPL,Jot2,  ,Application/Game, , ,
Jotto ][ 1.1—Dictionary,TEXT,Jot2,Jotto ][ 1.1,Text File,TXT, ,
JouistRes,rsrc,˚µç,Magic Castle,Resource, , ,
JouistRes,rsrc,˚åµç,Magic Castle,Resource file,,,
journal,APPL,C3WJ,,Application,, ,
Journal File Updater 4->5,APPL,JUPD, ,Application, , ,
Journal5,APPL,NJOR, ,Application, , ,
Journey,APPL,INJ1, ,Application, , ,
Journey to India,AMTF,AMTA,Apple Media Tool,  , , ,
Journey—Bookmark,ZSJ1,INJ1,Journey,  , , ,
Journey—Data File,INdf,INJ1,Journey,  , , ,
Journey—Saved Game,PSav,INJ1,Journey,  , , ,
Joust,APPL,Jous,  ,Application/Game, , ,
JoyfulTime,APPL,jfTm, ,Application, , ,
JoyPaint 1.2,APPL,JPNT, ,Application, , ,
JoyQuick,APPL,JQic, ,Application, , ,
Joystick-Settings,MEFL,MeJS, ,  , , ,
JoyToDo,APPL,jT03, ,Application, , ,
JPEG,APPL,TJPG,Application, ,,,
JPEG Convert (PowerPC),APPL,Ijgp, ,Application, , ,
JPEG Translator,thng,AVjp, ,Extension, , ,
JPEG Translator—JPEG File,JPEG,AVjp, ,Graphics JPEG,JPG, ,
JPEGger,APPL,PEGv, ,Application, , ,
JPEGger 1.1,APPL,PEGc, ,Application, , ,
JPEGtoTIFF,APPL,HWJT, ,Application, , ,
JPEGtoTIFF—Data File,DATA,HWJT,JPEGtoTIFF,Data File, , ,
JPEGtoTIFF—EPS File,EPSF,HWJT,JPEGtoTIFF,EPS,EPS, ,
JPEGtoTIFF—JPEG File,JPEG,HWJT,JPEGtoTIFF,Graphics JPEG,JPG, ,
JPEGtoTIFF—TIFF File,TIFF,HWJT,JPEGtoTIFF,Graphics TIFF,TIF, ,
JPEGView 3.3,APPL,JVWR, ,Application, , ,
JPEGView Help,HLP!,JVWR,JPEGView,Help, , ,
JPEGView JFIF Preview,thng,JVJP, ,Extension, , ,
JPEGView Preferences,pref,JVWR,JPEGView,Pref, , ,
JPEGView-GIF file,GIFf,JVWR,JPEGView,Graphics GIF,GIF, ,
JPEGView—Bit Mapped Graphic File,BMPp,JVWR,JPEGView,Graphics BMP,BMP, ,
JPEGView—JFIF File,JFIF,JVWR,JPEGView,Graphics JFIF,JPG, ,
JPEGView—JPEG File,JPEG,JVWR,JPEGView,Graphics JPEG,JPG, ,
JPEGView—MacPaint FIle,PNTG,JVWR,JPEGView,Graphics MacPaint,MPT, ,
JPEGView—PICT File,PICT,JVWR,JPEGView,Graphics PICT,PIC, ,
JPEGView—StartUpScreen File,SCRN,JVWR,JPEGView,Graphics Startup Screen, , ,
JPEGView—TIFF File,TIFF,JVWR,JPEGView,Graphics TIFF,TIF, ,
JPEGView3.3,APPL,JVWR,Application, ,,,
JPig—JPEG Format Graphics File,JPEG,JPig,,Graphics JPEG,JPG, ,
JRNIDM.DAT,RIUS,RIUA,Reference Update,  , , ,
JRun Admin 2.1,APPL,WWWX,  ,Application, , ,
JS_Konverter,APPL,JSKV, ,Application, , ,
JSAT,APPL,JUP., ,Application, , ,
JSokoban 1.0b9,APPL,JSok,  ,Application/Game, , ,
JSokoban—Preferences,JSpr,JSpr,JSokoban,Pref, , ,
Ju Contact,APPL,JcCt,Julien Chiron,Application,, ,
Juggler,APPL,JUGG, ,Application, , ,
Juggler II,APPL,VJ2A,Jim DeVona,Application/Game,,,
Juggler II—Data File,DATA,VJ2A,Juggler II,Data File,,,
Juggler II—QuickTime Format Media File,MooV,VJ2A,Juggler II,QuickTime Movie,MOV,,
Juggler II—Text File,TEXT,VJ2A,Juggler II,Text File,TXT,,
juggling.raw,RAW!,WWWΩ,MacHTTP, ,,,
Juilliard Music Adventure,APPL,THRj,Theatrix Interactive™,Application, , ,
Juilliard Music Adventure—????,JBNK,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—????,JPZL,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—????,MIDA,THRj,Juilliard Music Adventure,Sound MIDI,MID, ,
Juilliard Music Adventure—????,RIDA,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—Control Bar,RESQ,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—Docuement,UDTA,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—Musical Score,MESQ,THRj,Juilliard Music Adventure,  , , ,
Juilliard Music Adventure—Preferences,PREF,THRj,Juilliard Music Adventure,pref , , ,
Juilliard Music Adventure—Text File,TEXT,THRj,Juilliard Music Adventure,Text File,TXT, ,
Juke Mounter,cdev,Juke,FWB Software,Control Panel, , ,
Jukebox,APPL,MMJB,,Application, , ,
Jukebox—Document,MUPL,MMJB,Jukebox,, , ,
Julia Timer,APPL,JULI, ,Application, , ,
Julia's Dream,APPL,JulD, ,Application, , ,
Julia's Dream—PICT File,PICT,JulD,Julia's Dream,Graphics PICT,PIC, ,
Julia’s Nightmare,APPL,JNit, ,Application, , ,
JuliaSet 5.1b0,APPL,GGSj, ,Application, , ,
Jumble,APPL,JHMJ, ,Application, , ,
Jump,QKex,QxLj,QuicKeys ™,  , , ,
Jump In,INIT,JmpX,,INIT, , ,
Jump Open…,APPL,JmpO, ,Application, , ,
Jump Raven™,APPL,RAVE, ,Application, , ,
Jump Raven™ (OEM),APPL,LNDM, ,Application, , ,
Jump Start!,cdev,hack,,Control Panel/Dup, ,Dup,
Jump Zampoli—Data File,Data,JuZa,Jump Zampoli,Data File, , ,
Jump Zampoli—High Scores,High,JuZa,Jump Zampoli,Game, , ,
Jump Zampoli—Preferences,Pref,JuZa,Jump Zampoli,Pref, , ,
Jump Zampoli—Saved Game,Game,JuZa,Jump Zampoli,Game, , ,
Jump-It 1.05,APPL,JSIL, ,Application, , ,
JumpStart 3rd Grade,APPL,js2G,Educational,Application, , ,
JumpStart First Grade,APPL,jsFG,Educational,Application, , ,
JUNO Librarian,APPL,JUNO, ,Application, , ,
Jupiterium,APPL,JPTR, ,Application, , ,
Jupiterium881,APPL,JPT8, ,Application, , ,
Jur,APPL,Jurø, ,Application, , ,
Jur,APPL,SRMø, ,Application, , ,
Just a Reminder,cdev,JRKT, ,Control Panel, , ,
Just Click,INIT,oSSw,,INIT, , ,
Just Grandma and Me,APPL,JGMe,  ,Application/Game, , ,
Just Grandma and Me—BookOutline,TEXT,JGMe,Just Grandma and Me,Text File,TXT, ,
Just Grandma and Me—Page,LBpg,JGMe,Just Grandma and Me,Game, , ,
Just in Time Browser,APPL,JITB, ,Application, , ,
Just Me & My Mom,APPL,FOO ,"Big Tuna new Media, LLC",Application, , ,
Just Me & My Mom—Data File,FOO ,FOO ,Just Me & My Mom,, , ,
JustaCalendar,APPL,JstC,Jeffrey Frey,Application,, ,
JustInTime Browser,APPL,LHJT, ,Application, , ,
Jutland II Analysis,TEXT,TSPI,Color Harpoon,Text File,TXT, ,
JW.MacWrite 4.5,JWfi,JWmw,JoliWrite,  , , ,
JW.Ressource,JWfi,JWrz,JoliWrite,  , , ,
JW.Style-tags,JWfi,JWst,JoliWrite,  , , ,
K,CST2,CCAD,Claris CAD,  , , ,
K Monitor 1.0,APPL,KMON, ,Application, , ,
k_list.raw,DATA,A271,Angband,Data File, , ,
k_list.raw,DATA,MAng,MacAngband•PPC,Data File, , ,
K-4 unmglicheKiste,drwg,DAD , ,  , , ,
K01EN.f,EN^^,YK∑E, ,  , , ,
K1,scDR,stCA,Cubase Audio,  , , ,
K1 Librarian,APPL,K1  , ,Application, , ,
K1MA.f,MA^^,YK∑M, ,  , , ,
K3BIG.CAM,TEXT,AIRW,AirWar,Text File,TXT, ,
kaboom,pext,Kabm, ,Printer Extension, , ,
Kaboom!,APPL,KABM,,Application/Game, , ,
Kaboom!,cdev,Kabm, ,Control Panel, , ,
Kaboom!,cdev,KBM!, ,Control Panel, , ,
Kaboom! Factory 3.0,APPL,KBMF, ,Application, , ,
Kaboom! Factory™ Prefs,pref,KBMF,Kaboom!,Pref, , ,
Kaboom! Factory™—AIFC Sound File,AIFC,KBMF,Kaboom!,Sound AIFF-C, , ,
Kaboom! Factory™—Binary Sound,BINA,KBMF,Kaboom!,Binary,BIN, ,
Kaboom! Factory™—Kaboom Sound File,KBMM,KBMF,Kaboom!,  , , ,
Kaboom! Factory™—QuickTime Movie,MooV,KBMF,Kaboom!,QuickTime Movie,MOV, ,
Kaboom! Factory™—Resource File,rsrc,KBMF,Kaboom!,Resource, , ,
Kaboom! Factory™—System 7 Sound,sfil,KBMF,Kaboom!,Sound System 7, , ,
Kaboom! MIDI files,Midi,KBMF,Kaboom!,Sound MIDI,MID, ,
Kaboom! Settings,KBM!,KBM!,Kaboom!,  , , ,
Kaboom!—AIFF Sound,AIFF,KBMF,Kaboom!,Sound AIFF,AIF, ,
Kaboom!—Sound File,FSSD,KBMF,Kaboom!,Sound, , ,
Kabu.,APPL,KaBu,  ,Application/Game, , ,
Kabu.demo,APPL,KaBu,Application,Game,,,
Kachel Filter,8BFM,K&Co,Kachel&Co Filter,PhotoShop Plug-in, , ,
Kachel&Co Filter,APPL,K&Co, ,Application, , ,
Kaged—Data File,DATA,MBkg,,Data File, , ,
Kaged—Preferences,PREF,MBkg,,Pref, , ,
Kai's LiQuiD,APPL,Amaz, ,Application, , ,
Kai's Photo Soap™,APPL,Soap,,Application/Dup, ,Dup,
Kai's Photo Soap™—???,FPX ,Soap,Kai's Photo Soap™,Graphics File,,,
Kai's Photo Soap™—????,PXL ,Soap,Kai's Photo Soap™,  , , ,
